#,Name,Instruction #1,Instruction #2,Instruction #3,Less Emotion,More Emotion,Happiness Domain,From Feelings (A),North Star (A),Parent Lineage,From Feelings (Final),To Feelings (Final),Specific Lineage,Time Required,Immediate?,Context
643,Set a Daily Purpose,"At the beginning of your day, set a purpose for the day. A purpose is not something you can check off of a list. A purpose is something more ongoing.","For example, you can set a purpose for today to live more healthily. During your day, try to get in a walk or an extra serving of vegetables if this is your purpose.",Consider your purpose as you go throughout your day. Try it again tomorrow and set a new purpose.,Anxiety,Contentment,creativity,Motivated,,psychology,motivated,content,positive psychology,180,Yes,Alone
644,Write Multiple Affirmations,"Try writing down positive affirmations about yourself in three different categories. First, write down “I am” statements for positive qualities about yourself. Next, write ""I can"" statements for positives actions you are able to do. Finally, write “I will” statements for positive goals you want to achieve.",Find some sticky notes and write at least two from each category on the sticky note.,"Place them in an area you find meaningful that you see often, like your nightstand, your wallet, or your mirror. Each time you see the affirmations, read them all aloud.",Sadness,Compassion,presence,"Insecure, self_critical",,buddhism,insecure,motivated,mindfulness,420,No,Alone - either out loud or inwardly
645,Plan Your Sleep,Take a moment to think about how you’ve slept recently. When was the last time you woke up without any alarm? How much caffeine do you consume? Have you recently taken a nap?,Make a plan for one night of meaningful sleep and put it on your calendar.,Think about what it means for you to have one good night of sleep. Does that mean you don’t drink caffeine? Do you need to read a book? Consider when you get your best sleep and make sure to follow through on your plan.,Anxiety,Contentment,creativity,Tired,,,tired,relaxed,,240,Yes,Anywhere
646,Practice Body Mindfulness,Consider how your body feels today. ,Think about how your body feels now and let go of how you want it to feel or how it has felt before.,What does it feel like? ,Anxiety,Contentment,body,"Stressed, Tired",,buddhism,stressed,present,mindfulness,120,Yes,Anywhere
647,Care for Yourself,Think about your own body. Do you feel pain anywhere? Does part of you need some extra love?,Rest your hand on the part of your body that feels pains or needs extra care.,Imagine that your hand has healing properties. Consider what it would mean if your hand could heal you.,Pain,Compassion,body,"Stressed, Tired",,buddhism,stressed,compassionate,mindfulness,180,Yes,Anywhere
648,Let Go of Your To-Do’s,Think about your to-do list.,Consider which tasks are really necessary. Do you need to wash the dishes? Will it make a difference if you do it later?,Let one task go and enjoy your extra time.,Anxiety,Contentment,presence,"Worried, Stressed, Tired",,,stressed,relieved,,60,Yes,Anywhere
649,Allow Your Body to Speak,Find a quiet space to sit and relax. Reflect on the state of your body.,"Is it hungry or tired? Is it in need of care? Without think about how you should feel, come up with with three statements about your body is feeling.","Try to be as honest with yourself as possible. Once you have three statements, think about how you will address these feelings.",Pain,Compassion,body,"Stressed, Tired",,,stressed,relaxed,Nutrition,180,Yes,Anywhere
650,Check in on Your Self Care,Ask yourself a set of questions about your day.,"Think about your day in the following categories:

 1. Morning organization: Do you have a daily schedule? Are you prepared to start the day? Do you have meals and clothing ready?
 2. Healthy sleep habits: Have you had caffeine 4 hours before bed? Have you napped today? Have you been following a regular sleep schedule? Have you been keeping up your nightly routine?
 3. Physical activity: Have you set aside time for physical activity?
 4. Healthy eating: Have you had three wholesome meals today? Do you plan to? Have you had enough water?
 5. Social interaction: Have you had a meaningful conversation or interaction with anyone? Do you have plans to see people in the future?","Once you go through these categories, think about the area(s) in which you need to show yourself a bit more care. Make a plan to address it tomorrow.",Anxiety,Compassion,presence,"Stressed, Tired",,psychology,stressed,balanced,Teen mental health,300,Yes,Anywhere
651,Watch the Clouds,Go outside. Look up at the clouds. ,Examine the sizes and shapes. Watch them move across the sky. Are they fluffy? Are they crisp? Are they wispy? Are they moving quickly or slowly?,"Appreciate their transient beauty. Allow your focus to fall in to the clouds. If there are no clouds in the sky, focus on the beauty of the clear sky.",Anxiety,Awe,nature,"Worried, Stressed",,buddhism,worried,in awe,mindfulness,120,Yes,Outside
652,Examine a Leaf,Find a leaf or plant outside.,Hold the leaf in your hands and look closely at it. ,"Consider everything that went into making this leaf: the sun, the soil, the water. Think about its complexity and consider your own complexity.",Anxiety,Awe,nature,"Worried, Stressed",,buddhism,worried,in awe,mindfulness,300,No,Outside
653,Ground Yourself,"Make contact with the ground wherever you feel comfortable. It could be dirt, concrete, carpet or anything else.",Take off your shoes and socks and allow your skin to feel the earth.,Imagine absorbing positive energy from the earth. Take a moment to feel connected to the land.,Anxiety,Contentment,nature,"Worried, Stressed, Sad",,buddhism,stressed,present,"meditation, grounding",600,No,Outside
654,Sense Nature,Go outside and find a piece of nature if possible. Perhaps look for the nearest tree or patch of grass.,Focus on your senses.,What can you smell? What can you feel? What can you see.,Anxiety,Contentment,nature,"Worried, Stressed",,buddhism,stressed,present,"mindfulness, life-coaching",120,No,Outside
655,Observe a Landscape,"Find a landscape to look at. It could be in real life, an image, or a painting.","Consider its vastness and all its beauty,",Think about all of the things that make up the earth.,Anxiety,Awe,nature,"Worried, Stressed",,buddhism,stressed,in awe,mindfulness,120,No,Alone
657,Listen to Nature,Take a moment to go outside and find a place where you can close your eyes for a moment.,Close your eyes for twenty seconds. Listen carefully.,What can you hear? Are the sounds nature or something else? Reflect on what you’re hearing.,Anxiety,Awe,nature,"Worried, Stressed",,buddhism,stressed,present,mindfulness,180,No,Outside
658,Notice Colors,Take a moment to go outside. ,"Examine the colors of everything you see, like the blue sky, the white clouds, or the grey concrete.",Take note of as many colors as you can and immerse yourself in them.,Anxiety,Interest,nature,"Worried, Stressed",,buddhism,stressed,in awe,mindfulness,240,No,Outside
659,Feel the Water,Get into the shower as you normally would.,Focus on the sensation of the water rushing over you. What does it feel like on your skin? How hot is it? Can you feel the water traveling down your body?,Imagine the water washing away your negative feelings. Step out of the shower refreshed.,Anger,Contentment,body,"Frustrated, Insecure, Stressed, Sad, Tired",,buddhism,stressed,relaxed,mindfulness,600,No,Alone - in bath/swimming pool/open water
660,Hold a Rock,"Find a natural, solid object outside, like a rock.",Pick it up and feel its weight and texture in your fingers.,Take a few moments dedicated to simply feeling the rock.,Anxiety,Contentment,nature,"Worried, Stressed, Frustated",,buddhism,stressed,present,grounding,180,No,Alone
661,Plant Something,Acquire some seeds and find a place to plant them. This could be a small pot or even an egg carton.,Plant the seed and water it. Watch it grow and learn from it.,Reflect on how you helped new life grow.,Anxiety,Compassion,nature,"Worried, Stressed, Frustated",,buddhism,lonely,in awe,mindfulness,600,No,Outside
662,Watch the Sunrise or Sunset,Make a plan to watch the sunrise or sunset alone.,Take some time to soak in your own presence on earth. ,The morning sun can bring energy. The evening sun can bring calm and reflection.,Anxiety,Awe,nature,"Worried, Stressed, Frustated",,buddhism,frustrated,in awe,mindfulness,600,No,Outside
663,Draw Nature,Grab a piece of paper and something to write with.,"Head outside and find something inspiring in nature. Try drawing it, even if you don't feel like you’re a great artist.",Try to complete the drawing and focus only on nature around. Soak in the inspiration as you complete your drawing.,Anxiety,Awe,creativity,"Worried, Stressed, Frustated, Bored",,buddhism,bored,inspired,mindfulness,600,No,Outside
665,Breathe Equally,Find a place where you can get comfortable and close your eyes.,Inhale deeply through your nose for a count of four. ,"After feeling your lungs and midsection fill with air, exhale for a count of four. Repeat this process for several minutes as needed.",Anxiety,Contentment,body,"Worried, Stressed, Frustated",,yoga,stressed,balanced,"Pranayama, the Yogic art of breathing",60,Yes,Alone
666,Exaggerate Your Breathing,Inhale deeply for three seconds through your nostril. Hold your breath for two seconds.,Let out a long exhale for four seconds.,Repeat this exaggerated breath a few times. Return to normal breathing and observe your standing breath.,Anxiety,Contentment,body,"Worried, Stressed, Frustated",,yoga,stressed,relaxed,Yoga,120,Yes,Alone
667,Breathe Through Your Abdomen,Place one hand on your chest and the other on your stomach.,Take a deep breath through your nose and feel your abdomen expand.,Exhale to feel your abdomen contract. Repeat six to ten times.,Anxiety,Contentment,body,"Worried, Stressed, Frustated",,,stressed,relaxed,,300,Yes,Alone
668,Alternate Nostril Breathing,"In a comfortable, seated position, hold your right thumb over your right nostril and inhale deeply. Feeling the air pull in through your left nostril.","At the peak of inhalation, use your ring finger to cover your left nostril and exhale slowly though the now open right nostril.","Repeat this pattern. Inhale through your right nostril, close it off with your right thumb, and exhale through your left nostril.",Anxiety,Contentment,body,"Worried, Stressed, Frustated",,yoga,stressed,balanced,Yoga,300,Yes,Alone
669,Breathe Slowly,"Seated, with a straight back, place the tip of your tongue behind your upper front teeth where they meet the gum ridge. Empty your abdomen of air with a deep exhale.","Inhale through your nose for a count of four. Once you’ve reached four, hold your breath for seven seconds.","Exhale for eight seconds. Try this four to five times.
",Anxiety,Contentment,body,"Worried, Stressed, Frustated",,yoga,stressed,relaxed,"Developed by Dr. Andrew Weil, based on ancient yogic technique Pranayama",120,Yes,Alone
670,Observe Your Breath,Find a comfortable seat.,"Focus on your breath, feeling your inhalations and exhalations.","Once you feel comfortable with the rhythm of your breathing, shift your attention to the point where your inhales become your exhales. Take note of the pause in the transition. Repeat.",Anxiety,Contentment,body,"Worried, Stressed, Frustated",,buddhism,stressed,present,Mindfulness,120,Yes,Alone
671,Breathe Quickly,"Come to a seat. For a couple rounds of breath, inhale deeply and fully into your belly and lungs, and then exhale completely. ","Now, speed up your breaths. Begin inhaling and exhaling quickly through your nose. Keep your mouth closed, but relaxed. Go as fast as feels comfortable. Continue this rapid breathing for up to 15 seconds. ","Rapid breathing can be used to stimulate the mind and body, raise vital energy, and increase alertness and focus. Come back to this technique when you need it. ",Anxiety,Excitement,body,"Worried, Stressed, Frustated",,,stressed,motivated,,15,Yes,Alone
673,Share Good News,Think of one positive piece of good news that you’ve heard recently.,Think of a friend you think would appreciate this news.,Share this good news with the person by calling them or texting them during our day.,Sadness,Love,relationships,"Excited, Happy",,psychology,loving,joyful,Capitalization in relationships,180,Yes,Alone
674,Share Anticipation,Think of something you’re looking forward to doing with a friend or loved one soon. ,Do you have plans for a hike with a friend? Will you be having dinner with your sister?,Text that person about how you’re looking forward to your plans.,Sadness,Excitement,relationships,"Stressed, Excited",,psychology,lonely,connected,Capitalization in relationships,180,Yes,Alone
675,Recall Something Funny,Think about something funny that happened while you were with a friend or loved one.,Did you slip on a banana peel with your coworker? Did you see a comedian with a sibling?,Text that person about the funny memory you recalled.,Anxiety,Amusement,emotions,"Stressed, Sad",,psychology,lonely,joyful,Capitalization,240,Yes,Alone
676,Recall a Strength,Recall a time you used a strength to accomplish something.,Were you assertive at work? Were you caring with your family?,Call to mind that strength and think about using it in your current task.,Sadness,Compassion,presence,"Worried, Stressed, Insecure",,buddhism,insecure,confident,"mindfulness, minimalism",180,Yes,Alone
678,Recognize Your Weakness,Reflect on a stressful time or event in the past. Can you recall a weakness from that event?,Acknowledge that characteristic.,Recognize your weakness and think about how you can overcome it.,Shame,Compassion,presence,"Insecure, self_critical, Stressed",,buddhism,self_critical,compassionate,"mindfulness, minimalism",180,Yes,Alone
679,Remember a Cause,Recall a social cause that has energized you in the past. What causes are exciting and important to you?,Recall roles you filled that helped others.,Use these past experiences to energize you now and help you power through your current challenge.,Sadness,Compassion,meaning,"Worried, Stressed",,buddhism,stressed,inspired,"mindfulness, minimalism",180,Yes,Alone
680,Imagine You’re in Space,Find a quiet space to sit down and relax. Close your eyes and imagine you’re watching yourself from above. ,"You are a distant observer of yourself. Imagine zooming out to look at your city, observing the roads and buildings, but always aware of the top of your head.","Keep zooming out until you see the whole state and then the whole country. Reflect on the movement and energy through the world, but remember the point on the top of your head. Zoom out to see the solar system. Keep zooming out until you realize how far away your stress is. Remember that the stress will pass and the world will keep on moving.",Anxiety,Contentment,meaning,"Worried, Stressed",,buddhism,worried,relieved,Spirituality,300,Yes,Alone
681,Zoom Out,"Get out a device with a maps feature enabled, such as your mobile phone or a computer.","Figure out where you are and zoom in as close as possible. Next, zoom out and observe the scope of your surroundings.",Consider how your original point on the map is part of a larger picture. Reflect on how vast the world is.,Anxiety,Contentment,meaning,"Worried, Stressed",,,worried,in awe,,180,No,Alone
682,Imagine a Hot Air Balloon,Imagine floating along the skyline in a hot air balloon. ,How does the hot air balloon feel? Do the flames from the burner warm your skin?,"As you lift off, imagine feeling elevated, but stable. As you approach 3,000 feet, look down at the ground, the greenery, and the city you are above. Imagine your stress floating away.",Anxiety,Contentment,meaning,"Worried, Stressed",,,stressed,relieved,,180,Yes,
684,Picture the Earth,"Consider the earth. Think about all the things that come from the earth: plants, animals, life.",Think about the power of the earth. How incredible is it that trees survive through snow storms and fires? How powerful can the rain be?,Reflect on the power of the earth and practice gratitude.,Anxiety,Gratitude,meaning,"Frustated, Stressed, Worried",,buddhism,stressed,in awe,mindfulness,180,Yes,Outside
685,Visualize Your Emotions,Find a quiet spot to sit down and relax. Imagine your emotions flowing and creating a river. ,"Think about how things in a river come, go, then disappear.",Imagine your feelings moving down the river. Consider that the feelings will eventually disappear.,Anxiety,Contentment,emotions,"Frustated, Stressed, Worried, Sad, Lonely",,buddhism,sad,relieved,mindfulness,180,Yes,Alone
686,Write a Page,Take a moment to think about your stressful feelings.,"Write down three sentences about your stress. Consider writing about the cause of the stress, how it makes you feel physically and anything else related to it.",Imagine putting that page of sentences in a mental book. Now imagine that that the book has previous pages detailing stress that you were able to overcome. Now visualize putting that stress book on the shelf. Acknowledge that you are able to move forward like you have in the past. ,Anxiety,Contentment,emotions,Stressed,,buddhism,stressed,relieved,mindfulness,180,Yes,Alone
689,Recount Someone’s Journey,Find a friend to call or to talk to in person. ,Talk through the obstacles and hardships they had to go through to achieve their success.,Appreciate the journey with them and celebrate their achievements.,Anxiety,Compassion,relationships,"Loving, Inspired",,,loving,joyful,,600,No,Together
694,Appreciate Your Neighborhood,Pick a nice day to explore your neighborhood.,Stroll slowly from each place to the next and take time to consider the details.,Think about what makes this place home for you.,Sadness,Gratitude,relationships,"Stressed, Bored, Curious",,,curious,present,,600,No,Alone
695,Appreciate Your Work,Find a quiet place at work. Take a moment to acknowledge the things you like about your work.,Think about the colleagues you enjoy or the work that makes you happiest.,Think about how your work has helped you grow as a person. Acknowledge your contentment in these things.,Anxiety,Contentment,relationships,"Frustrated, Stressed, Bored, Tired",,,frustrated,motivated,,120,Yes,Alone
696,Plan a Trip,Think about a friend or loved one that you think you would enjoy traveling with.,"Reach out to that person and suggest you plan a trip together. Consider trips both small and large, like a nearby road trip or an exotic place far away.","Make a commitment to each other to take the trip, whether it’s buying the tickets or saving the money so you can do so.",Anxiety,Excitement,creativity,"Lonely, Inspired, Curious",,,lonely,connected,,3600,No,Alone
697,Look Forward to the Future,Find a quiet place for yourself.,Call to mind something you are looking forward to in the near and distant future. Are you excited to sleep in this weekend? Are you looking forward to retirement in twenty years? ,Write these things down and take a moment recognize your gratitude for these things.,Anxiety,Gratitude,presence,"Frustrated, Stressed, Worried",,,stressed,grateful,,180,Yes,Alone
699,Give Yourself a Gift,Think about a small gift you can give to yourself.,Make a plan to give yourself this gift and write it down.,Buy yourself the gift and present it to yourself. Enjoy the act of treating yourself to something special.,Sadness,Compassion,emotions,Stressed,,,insecure,compassionate,,300,Yes,Alone
700,Imagine a New Skill,"Think of something you’d like to learn, whether it's a new hobby, practical skill, or something totally outside of your comfort zone. ","Make plans to practice this skill. When, where and how would you practice?",Take at least two minutes to close your eyes and envision yourself getting better at this skill over time.,Fear,Excitement,presence,"Inscure, Bored, Curious",,,curious,motivated,,180,Yes,Alone
701,Explore your Identities,"List out five of your identities. Your identities can include things like strong personality traits, interests or passions, groups you’re part of, or important roles you take on in your life.",Go through your list and underline which are most important to you.,Think about how your most important identities—what you underlined—fit into your daily life. How can you best honor or practice the identities that are most important to you?,Sadness,Pride,presence,"Bored, Stressed, Insecure, self_critical",Grounded,,stressed,confident,,300,Yes,Alone
702,Explore a New Local Area,"Pick an area in your neighborhood or town that you’ve never been to before, or an area that you take for granted and would love to pay closer attention to. ",Take some time—at least 15 minutes—to explore and walk around the area you visited. ,"During your walk, pay close attention to the sights, sounds, and other sensory elements you observe.",Anxiety,Interest,meaning,"Stressed, Worried, Lonely, Sad, Frustrated",Attuned,,stressed,inspired,,3600,No,Alone
703,Discover Something New About an Old Friend,"Pick an old friend you’d like to reconnect with, who you haven't heard from in a while.","Make plans to reconnect with your friend—in person, over email, phone, or even initiating reconnection through a handwritten letter or care package.  ","When reconnecting with your friend, focus on the present. Find out something new in their lives, and ask questions all about it.",Sadness,Interest,relationships,"Bored, Stressed, Sad, Happy, Curious",Attuned,,curious,connected,,600,No,Together
704,Discover Something New About a Family Member,"Reach out to a parent or older family member, either in person, in a phone call, or online.","Ask your family questions that you wouldn't normally ask, about events that shaped them and important lessons they’ve learned. Some example questions could be:
 
1. How would people have described you when you were 8? 16? 25?
2. Think about a time in your life where you faced a fork in the road. How did you choose what path to take? 
3. What’s a memory that you’ll cherish forever?",Appreciate seeing your relative through new eyes. Use this new perspective to frame how you think of your family member the next time you’re frustrated or impatient with them.,Sadness,Interest,relationships,"Bored, Stressed, Sad, Happy, Curious",Attuned,,curious,in awe,,600,No,Together
705,Explore Your Own Culture,"Pick an element of your culture—migrations, celebrations, food, art—that you’d like to learn more about. ","Spend as long as you’d like researching this aspect of your culture online, or in a library with an expert’s help. Write down the most surprising or inspiring facts you discover. ","Review what you’ve learned, and consider how your feelings about your culture and its traditions have been impacted. ",Sadness,Interest,relationships,"Bored, Stressed, Sad, Happy, Curious",Attuned,,curious,in awe,,300,Yes,Alone
706,Discover a New Culture,"Pick a culture you’re unfamiliar with—perhaps a friend’s culture, or a culture you’ve read about but haven’t met anyone from. ","Spend as long as you’d like researching this aspect of your culture online, or in a library with an expert’s help. Write down the most surprising or inspiring facts you discover. ","Review your notes, and reflect: Compare this culture with your 
own, and recognize the similarities and differences between them.",Boredom,Interest,creativity,"Bored, Stressed, Sad, Happy, Curious",Illuminated,,curious,in awe,,300,Yes,Alone
707,Revisit Happy Memories,"Find a quiet or relaxing place, and reflect on key moments in the past few years when you felt happiest. ","Go deeper into your memories. Take yourself back to those moments and understand what made you happy, soaking in those same feelings.","Choose a favorite of those happy memories you recalled, and capture it in a drawing or a journal entry. Save this drawing or writing, and return to it when you’d like a reminder of a recent happy memory. ",Sadness,Love,meaning,"Stressed, Bored, self_critical, Lonely, Sad",Grounded,,sad,joyful,,180,Yes,Alone
708,Identify Your Strengths,"Find a quiet or relaxing place, and think about what some of the most key, positive moments in your life have been.","Consider these moments more deeply, and identify your strengths that influenced or caused that moment. For example, if a karaoke birthday party is your favorite moment, think of how your extroversion (or bravery!) influenced the moment. ","Take a few minutes to be proud of these strengths. Acknowledge them, and think of how you can incorporate them into your day-to-day life more often.",Anxiety,Pride,presence,"Stressed, Bored, self_critical, Lonely, Sad",Centered,,self_critical,confident,,180,Yes,Alone
709,Identify Your Weaknesses,"Find a quiet or relaxing place, and identify some times in your life—either big moments or day-to-day happenings—when you don’t feel your best.","Dig deeper. Look for patterns to try to identify what causes these events—like not eating breakfast making you feel tired or cranky in the morning, or feeling low self-esteem every time you look at social media for too long.","Using these newfound insights, plan to make adjustments to counter these unfavorable moments in the future. Pick one specific plan to focus on during the upcoming month.",Shame,Interest,presence,"Stressed, Bored, self_critical, Lonely, Sad",Illuminated,,frustrated,confident,,180,Yes,Alone
710,Identify Physical Surroundings That Relax You,"Find a quiet or relaxing place, and think about what physical surroundings that you perform or feel best around. This could be something general, like being outdoors, or something specific, like a favorite room or favorite chair to sit in.","After you identify your favorite places, imagine yourself being there. Let it relax you.","Recognize how you feel in these places, and the relaxing, 
empowering impact these places may have on you. Make plans to 
spend more time in similar areas, especially in times of potential 
stress.",Anxiety,Contentment,emotions,"Stressed, Bored, self_critical, Lonely, Sad",Attuned,,stressed,inspired,,180,Yes,Alone
711,Identify who Empowers You,"Find a quiet or relaxing place, and think about specific people you perform or feel best around—whether it’s a single person, like a grandparent or friend, or a community or group that make you feel a sense of belonging. ",Recognize the positive feelings you experience when you’re around these people. Consider what you receive from your shared time that you might not be able to access or enjoy on your own.,Make plans to spend more time around these people or groups. ,Anxiety,Contentment,emotions,"Stressed, Bored, self_critical, Lonely, Sad",Attuned,,lonely,inspired,,180,Yes,Alone
712,Identify Your Best Time of Day,"Find a quiet or relaxing place, and think about what time of day you feel best. It could be general—like, “mornings” or “after sunset”—but try to be specific if possible: “8:30,” or “right after breakfast.” ","Recognize the positive feelings you experience at this time of day. List out the positive emotions aloud, on a piece of paper, or in a note on your phone.","Try to pinpoint why you feel best at this moment, and what you’re able to accomplish because of it. Consider how you can enjoy and utilize this special time of day. ",Anxiety,Contentment,presence,"Stressed, Bored, self_critical, Lonely, Sad",Illuminated,,self_critical,motivated,,180,Yes,Alone
713,Play with Children,"Identify someone you know with small children—ideally, children under ten years old. This could be a niece/nephew, cousin, friend’s child, etc.",Spend a few hours to a whole day playing with children. Consider something small that you love that you can teach or share with the children—from joke-telling to facts about penguins.,Reflect about what you’ve learned from the children. What’s something you thought you might have been “too old for” that you’re actually still fond of? ,Sadness,Joy,relationships,"Stressed, Bored, self_critical, Lonely, Sad",Attuned,,lonely,loving,,600,No,Together
714,People-Watch at a Park,Pick a local park you’d like to spend some time at—a park that you know will be full of people. ,"Spend an afternoon in the park, either walking or relaxing. ","Spend some time people-watching. Observe the interactions between other people at the park, taking in their happy moments. Let yourself be curious about and inspired by their conversations.",Sadness,Compassion,relationships,"Stressed, Bored, self_critical, Lonely, Sad",Attuned,,lonely,connected,,600,No,Alone
715,Make a Friend Laugh,Think of a friend or family member who has the same sense of humor as you. ,"Connect with this person, and do your best to make them laugh. Share a funny video you watched, or retell a funny interaction that you observed or had recently.","Encourage them to pass it on, and spread the laughter to someone else.",Sadness,Amusement,relationships,"Stressed, Bored, self_critical, Lonely, Sad",Giddy,,lonely,connected,,600,No,Together
716,Reflect on Laughter,"Think back to a time where you laughed so hard you couldn’t talk, or maybe even teared up with laughter. ","Well, what made you laugh that hard? Was anyone else there to share the laughter? Remember the source of 
the laughter, and picture yourself back in that moment.","Enjoy and revel in remembering this hilarious moment. Notice if it brings a smile to your face, or if you chuckle again just thinking about it.",Sadness,Contentment,emotions,"Stressed, Bored, self_critical, Lonely, Sad",Giddy,,stressed,joyful,,120,Yes,Alone
717,Enjoy a Funny Video,Ask friends or peers recommendations for a video that will make you laugh. Pick one of their recommendations.,"Removing yourself from any distraction, watch the video. Let yourself enjoy it, fully.",Share the video with someone else to spread the laughter.,Sadness,Amusement,creativity,"Stressed, Bored, self_critical, Lonely, Sad",Giddy,,lonely,joyful,,300,Yes,Alone
718,Enjoy Live Comedy,"Ask friends or peers recommendations for a live comedy recommendation—either an act to see near you, or a taped live performance you can watch online. Pick one of their recommendations.","Removing yourself from any distraction, watch the live performance. Let yourself enjoy it, fully.","If you’re so inspired, watch similar videos by the same comedian, or share the performance with someone else that you think would enjoy it. ",Sadness,Amusement,creativity,"Stressed, Bored, self_critical, Lonely, Sad",Giddy,,stressed,joyful,,600,Yes,Alone
719,Share Music With a Friend,Identify a piece of music that both you and a friend or loved one enjoy. ,"Find a relaxing, comfortable space where you two can listen to the song together.","As the music plays, appreciate the song and how it represents a joy that you can share with someone else. ",Anxiety,Joy,creativity,"Stressed, Bored, self_critical, Lonely, Sad",Attuned,,lonely,connected,,300,No,Together
720,Appreciate the Effort Behind an Artwork,"Pick a piece of music that you enjoy, but maybe haven’t listened to in a few years. ","Find a relaxing, comfortable space where you can listen to the song alone.","As the song plays, have it be your sole focus. Think about how 
the song was created by the artist, with every detail purposefully written and recorded. Appreciate the beauty in the song, and let your respect for the music and the artist soak in. ",Sadness,Awe,creativity,"Stressed, Bored, self_critical, Lonely, Sad",Moved,,stressed,in awe,,300,Yes,Alone
721,Appreciate a Song’s Melody,Pick a piece of music with a melody that you enjoy.,"Find a relaxing, comfortable space where you can listen to the song alone.","As the song plays, recognize the good feelings you feel when you listen to it. Both as the song plays and once it ends, try to understand why and how it makes you feel good, whether it’s the lyrics that move you or instrumentals and production.",Sadness,Awe,creativity,"Stressed, Bored, self_critical, Lonely, Sad",Moved,,stressed,in awe,,300,Yes,Alone
722,Appreciate Music’s Impact On Your Life,"Pick a piece of music that has some sort of significance in your life. It could be the favorite song of a loved one, or a song that motivates you.","Find a relaxing, comfortable space where you can listen to the song alone.","As the song is playing, think about why the song is significant to you and how it makes you feel when you listen to it. Consider adding it to a playlist that will inspire you to listen to it more often, or pass it along to someone else you think would enjoy it. ",Sadness,Gratitude,creativity,"Stressed, Bored, self_critical, Lonely, Sad",Moved,,stressed,inspired,,300,Yes,Alone
723,Appreciate Music’s Cultural Background,"Pick a piece of music that you enjoy, but don’t know extremely well. ","Find a relaxing, comfortable space where you can listen to the song alone. As you listen, think about song’s genre and history, and where it might have originated from. ","After you’ve listened to the song, do some quick research about the cultures that this piece of music draws influence from. Then, listen to the piece again, and appreciate the forces driving the art form you’re listening to.",Sadness,Awe,creativity,"Stressed, Bored, self_critical, Lonely, Sad",Moved,,bored,in awe,,300,Yes,Alone
724,Enjoy Music Outdoors,"Pick a piece of music that you enjoy, but maybe want to appreciate in a new way or on a deeper level.","Listen the song while taking a walk, or simply while you're outdoors in nature."," Let the song be a soundtrack for your life at that moment, and simply observe the nature around you while the song plays. What elements of nature does the song highten, or draw attention to?",Anxiety,Contentment,creativity,"Stressed, Bored, self_critical, Lonely, Sad",Moved,,curious,in awe,,600,No,Alone
725,Enjoy Music Connected to a Memory,Pick a piece of music that brings back a fond memory—one that reminds you of a positive phase or key moment in your life. ,"Find a relaxing, comfortable space where you can listen to the song alone.","As you listen, think about why the song is associated with your positive memories. Picture yourself back in that good moment, with the song playing in the background.",Sadness,Gratitude,creativity,"Stressed, Bored, self_critical, Lonely, Sad",Moved,,sad,loving,,300,Yes,Alone
726,Swim Mindfully,"Identify a place nearby where you’re able to go swimming, whether a pool, the ocean, or a lake.","Go for a swim, and notice the physical sensations that it brings you. Notice the pace of your breath, the resistance of water against your movement, and the temperature of the water on your skin.","If your mind wanders while swimming to tasks or things to do, bring your attention back to your movements and the physical sensation of the pool.",Anxiety,Contentment,body,"Stressed, Frustrated, Worried, Lonely, Sad",Centered,,stressed,relaxed,,1200,No,Alone
727,Practice Yoga Mindfully,"Identify an opportunity to practice yoga. This can be in person, in a class setting, or by following an online video.","During your yoga practice, be mindful about the physical sensations in your body during the exercise. Notice the sensation of breath in your chest, or your contact with the ground, or the stretching of your muscles.","If your mind wanders to life outside of or after the yoga practice, gently bring it back to the physical sensations you’re experiencing.",Anxiety,Contentment,body,"Stressed, Frustrated, Worried, Lonely, Sad",Centered,,stressed,balanced,,1200,No,Alone
728,Eat Mindfully,"Pick a meal where you’d like to practice mindful eating. If you are eating alone, give the practice your undivided attention. If you are eating with a guest, ask them to join you in this practice. Consider enjoying part, or the entirety, of the meal in silence. ","During your mindful meal, allow yourself to slow down the pace. Enjoy one bite at a time, chewing slowly and deliberately. What flavors do you taste? Set your utensils down between bites, and check in with your body. How is the food making you feel? If the food tastes awesome or is making you feel good, feel free to “mmm” aloud.","If your mind wanders to life outside of or after the meal, gently bring it back to the present moment, taking in the aromas, flavors, and sensations. You can also consider think about all of the people who made it possible for the meal to come together, including the farmers, manufacturers, those who transported the goods, and so forth. ",Anxiety,Contentment,body,"Stressed, Frustrated, Worried, Lonely, Sad",Centered,,stressed,present,,1200,No,Alone
729,Breathe Mindfully,Find a quiet and peaceful spot where you can spend at least two minutes practicing breathing.,Breathe naturally and pay attention the physical sensations. ,"As you breathe mindfully, try to find where the sensation of breath is strongest, whether it's the air flowing through your nose or the expanding of your chest.",Anxiety,Contentment,body,"Stressed, Frustrated, Worried, Lonely, Sad",Calm,,stressed,relaxed,,300,Yes,Alone
